step,track,model,dataset,Accuracy,F1,Memory in Mb,Time in s
5696,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,0.792302
11392,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,2.3484249999999998
17088,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,4.723048
22784,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,7.816426
28480,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,11.567098999999999
34176,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,15.952511999999999
39872,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,20.979591
45568,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,26.608054
51264,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,32.859015
56960,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,39.730989
62656,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,47.245424
68352,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,55.400311
74048,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,64.216712
79744,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,73.68839
85440,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,83.804645
91136,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,94.630344
96832,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,106.09394499999999
102528,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,118.21333499999999
108224,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,130.976833
113920,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,144.394569
119616,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,158.430093
125312,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,173.114333
131008,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,188.43897299999998
136704,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,204.43449699999996
142400,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,221.06624399999995
148096,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,238.30912399999994
153792,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,256.21143299999994
159488,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,274.7569869999999
165184,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,293.9377989999999
170880,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,313.74923899999993
176576,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,334.23577399999994
182272,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,355.3716319999999
187968,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,377.1920579999999
193664,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,399.6604449999999
199360,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,422.8329819999999
205056,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,446.6456049999999
210752,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,471.11553099999986
216448,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,496.30328399999985
222144,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,522.1719379999998
227840,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,548.6985909999999
233536,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,575.9141019999998
239232,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,603.8591589999999
244928,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,632.4621529999998
250624,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,661.7148919999998
256320,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,691.6017899999998
262016,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,722.1373689999998
267712,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,753.3111499999998
273408,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,785.1402979999998
279104,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,817.6753309999998
284800,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,850.9050339999998
284807,Anomaly detection,GaussianScorer,creditcard,1.0,1.0,4.57763671875e-05,884.1355839999998
9880,Anomaly detection,GaussianScorer,kdd99_10pct_binary,1.0,1.0,4.57763671875e-05,1.294013
19760,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.9823886639676114,0.9564455569461827,4.57763671875e-05,3.9414640000000003
29640,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.9882591093117409,0.9581529581529581,4.57763671875e-05,7.825127
39520,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.9911943319838057,0.9581630199567203,4.57763671875e-05,12.891884000000001
49400,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.9929554655870445,0.9850103376981393,4.57763671875e-05,19.117819
59280,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.9941295546558705,0.9913673347886486,4.57763671875e-05,26.56653
69160,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.9949681897050318,0.9942069516580103,4.57763671875e-05,35.198512
79040,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.9345394736842105,0.9310188518251873,4.57763671875e-05,44.996046
88920,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.8353463787674315,0.8283567216497262,4.57763671875e-05,55.956587
98800,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.8250303643724697,0.8312030699227637,4.57763671875e-05,68.07620299999999
108680,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.7996871549503128,0.8150225167813748,4.57763671875e-05,81.33399999999999
118560,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.8163798920377868,0.8416151327755547,4.57763671875e-05,95.76681899999998
128440,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.8305045157271878,0.8615228038928822,4.57763671875e-05,111.39740899999998
138320,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.8291570271833429,0.8650497690010223,4.57763671875e-05,128.26141299999998
148200,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.7898582995951418,0.8337772274321216,4.57763671875e-05,146.328029
158080,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.7958312246963563,0.8433138335315679,4.57763671875e-05,165.595351
167960,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.8078411526553941,0.8570289485924384,4.57763671875e-05,186.022085
177840,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.818516644174539,0.8685362823567748,4.57763671875e-05,207.61373600000002
187720,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.8280683997443,0.8783292179518594,4.57763671875e-05,230.339332
197600,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.836664979757085,0.886764318919393,4.57763671875e-05,254.227463
207480,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.8444428378638905,0.8941056810538577,4.57763671875e-05,279.252035
217360,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.8515136179609863,0.9005530820071177,4.57763671875e-05,305.448376
227240,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.8579695476148566,0.9062604376933243,4.57763671875e-05,332.833937
237120,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.8245192307692307,0.8826995179432245,4.57763671875e-05,361.40142199999997
247000,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.7915384615384615,0.8587806149035956,4.57763671875e-05,391.16975499999995
256880,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.761094674556213,0.8361237950279047,4.57763671875e-05,422.09587999999997
266760,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.7329059829059829,0.81463173504696,4.57763671875e-05,454.20917799999995
276640,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.7067307692307693,0.7942168674698795,4.57763671875e-05,487.57872999999995
286520,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.6823607427055703,0.7748001880582981,4.57763671875e-05,522.030596
296400,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.6596153846153846,0.7563102340523177,4.57763671875e-05,557.5085459999999
306280,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.6383374689826302,0.7386822052891081,4.57763671875e-05,594.0047739999999
316160,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.6183894230769231,0.7218572054314499,4.57763671875e-05,631.5331879999999
326040,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.5996503496503497,0.7057815845824411,4.57763671875e-05,670.0724449999999
335920,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.5820135746606335,0.6904063678257227,4.57763671875e-05,709.6125639999999
345800,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.5653846153846154,0.6756867568675687,4.57763671875e-05,750.1720999999999
355680,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.5496794871794872,0.6615816940987556,4.57763671875e-05,791.7576149999999
365560,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.5348232848232848,0.648053480141565,4.57763671875e-05,834.3605469999999
375440,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.520748987854251,0.635067437379576,4.57763671875e-05,878.1490109999999
385320,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.507396449704142,0.6225916131469588,4.57763671875e-05,922.9470529999999
395200,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.4947115384615385,0.6105965172286032,4.57763671875e-05,968.7565969999998
405080,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.4826454033771107,0.599054889131225,4.57763671875e-05,1015.5737809999998
414960,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.47115384615384615,0.587941491259365,4.57763671875e-05,1063.403347
424840,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.4601967799642218,0.5772329246935202,4.57763671875e-05,1112.242712
434720,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.44973776223776224,0.5669074647402821,4.57763671875e-05,1162.084812
444600,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.43974358974358974,0.5569449138222373,4.57763671875e-05,1212.937144
454480,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.43018394648829433,0.5473264696114247,4.57763671875e-05,1264.80113
464360,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.42103109656301146,0.5380346065948416,4.57763671875e-05,1317.671646
474240,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.41225961538461536,0.5290529695024078,4.57763671875e-05,1371.552549
484120,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.40384615384615385,0.5203662772339754,4.57763671875e-05,1426.44058
494000,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.39576923076923076,0.5119602360981672,4.57763671875e-05,1482.334771
494021,Anomaly detection,GaussianScorer,kdd99_10pct_binary,0.39575240728632993,0.5119426582367473,4.57763671875e-05,1538.231238
206,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,0.051323
412,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,0.143108
618,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,0.26851400000000003
824,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,0.42164
1030,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,0.596032
1236,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,0.801861
1442,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,1.0355130000000001
1648,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,1.2951080000000001
1854,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,1.5794970000000002
2060,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,1.8999880000000002
2266,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,2.253499
2472,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,2.633464
2678,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,3.034619
2884,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,3.46157
3090,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,3.9095590000000002
3296,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,4.387387
3502,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,4.891076
3708,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,5.433558
3914,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,6.025728
4120,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,6.644983
4326,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,7.28874
4532,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,7.966125
4738,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,8.664927
4944,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,9.38866
5150,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,10.138673
5356,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,10.916445000000001
5562,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,11.722852000000001
5768,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,12.566682000000002
5974,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,13.432540000000001
6180,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,14.323645
6386,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,15.253979000000001
6592,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,16.218052
6798,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,17.211519
7004,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,18.229405
7210,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,19.269524
7416,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,20.344633
7622,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,21.440197
7828,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,22.556011
8034,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,23.692145
8240,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,24.848541
8446,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,26.030965000000002
8652,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,27.235336000000004
8858,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,28.466654000000005
9064,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,29.722776000000007
9270,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,31.005634000000008
9476,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,32.31509200000001
9682,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,33.651770000000006
9888,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,35.01711300000001
10094,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,36.40621200000001
10300,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,37.82462300000001
10320,Anomaly detection,GaussianScorer,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,39.24503200000001
5696,Anomaly detection,HalfSpaceTrees,creditcard,0.044417134831460675,0.0011011194714626537,4.57763671875e-05,1.49423
11392,Anomaly detection,HalfSpaceTrees,creditcard,0.026246488764044944,0.008757036904655525,4.57763671875e-05,4.505331
17088,Anomaly detection,HalfSpaceTrees,creditcard,0.019077715355805245,0.008986638287808916,4.57763671875e-05,8.8209
22784,Anomaly detection,HalfSpaceTrees,creditcard,0.014747191011235955,0.007603890362511052,4.57763671875e-05,14.491406
28480,Anomaly detection,HalfSpaceTrees,creditcard,0.012043539325842697,0.006567100942696749,4.57763671875e-05,21.476227
34176,Anomaly detection,HalfSpaceTrees,creditcard,0.010328885767790261,0.006053660113432661,4.57763671875e-05,29.772374
39872,Anomaly detection,HalfSpaceTrees,creditcard,0.008878410914927769,0.005235865679907365,4.57763671875e-05,39.34268
45568,Anomaly detection,HalfSpaceTrees,creditcard,0.00860252808988764,0.0062472503299604056,4.57763671875e-05,50.275548
51264,Anomaly detection,HalfSpaceTrees,creditcard,0.007802746566791511,0.005863497771870847,4.57763671875e-05,62.578934000000004
56960,Anomaly detection,HalfSpaceTrees,creditcard,0.007145365168539326,0.00552165579334236,4.57763671875e-05,76.18360700000001
62656,Anomaly detection,HalfSpaceTrees,creditcard,0.006607507660878448,0.005242128815726387,4.57763671875e-05,91.13798100000001
68352,Anomaly detection,HalfSpaceTrees,creditcard,0.006159293071161049,0.005009300894936505,4.57763671875e-05,107.46651700000001
74048,Anomaly detection,HalfSpaceTrees,creditcard,0.005807044079515989,0.004866311606153181,4.57763671875e-05,125.1252
79744,Anomaly detection,HalfSpaceTrees,creditcard,0.005555276886035313,0.004843951962051527,4.57763671875e-05,144.065163
85440,Anomaly detection,HalfSpaceTrees,creditcard,0.0053136704119850185,0.004777853244958662,4.57763671875e-05,164.34581200000002
91136,Anomaly detection,HalfSpaceTrees,creditcard,0.005058374297752809,0.004632424777983908,4.57763671875e-05,185.96407200000002
96832,Anomaly detection,HalfSpaceTrees,creditcard,0.004864094514210178,0.004565974195014617,4.57763671875e-05,209.017156
102528,Anomaly detection,HalfSpaceTrees,creditcard,0.004691401373283396,0.004506921343491791,4.57763671875e-05,233.456078
108224,Anomaly detection,HalfSpaceTrees,creditcard,0.004499926079243052,0.004380331019951761,4.57763671875e-05,259.267649
113920,Anomaly detection,HalfSpaceTrees,creditcard,0.00431004213483146,0.004231373616244261,4.57763671875e-05,286.464255
119616,Anomaly detection,HalfSpaceTrees,creditcard,0.004138242375601926,0.004096613187750291,4.57763671875e-05,314.984737
125312,Anomaly detection,HalfSpaceTrees,creditcard,0.004061861593462717,0.004133385466122997,4.57763671875e-05,344.862907
131008,Anomaly detection,HalfSpaceTrees,creditcard,0.00390052515876893,0.003984154969889863,4.57763671875e-05,376.11994
136704,Anomaly detection,HalfSpaceTrees,creditcard,0.003752633426966292,0.003847363531967495,4.57763671875e-05,408.801913
142400,Anomaly detection,HalfSpaceTrees,creditcard,0.003644662921348315,0.003777585855819799,4.57763671875e-05,442.849131
148096,Anomaly detection,HalfSpaceTrees,creditcard,0.003612521607605877,0.003847945399680013,4.57763671875e-05,478.089624
153792,Anomaly detection,HalfSpaceTrees,creditcard,0.0038493549729504786,0.004289613934745872,4.57763671875e-05,514.508143
159488,Anomaly detection,HalfSpaceTrees,creditcard,0.0038748996789727125,0.004461656076499856,4.57763671875e-05,552.100246
165184,Anomaly detection,HalfSpaceTrees,creditcard,0.0037533901588531577,0.004332042594385286,4.57763671875e-05,590.8617009999999
170880,Anomaly detection,HalfSpaceTrees,creditcard,0.0036399812734082397,0.004211068090631542,4.57763671875e-05,630.793195
176576,Anomaly detection,HalfSpaceTrees,creditcard,0.0035338890902500905,0.004097896714890534,4.57763671875e-05,671.8831749999999
182272,Anomaly detection,HalfSpaceTrees,creditcard,0.003439913974719101,0.004002741603838246,4.57763671875e-05,714.1398829999999
187968,Anomaly detection,HalfSpaceTrees,creditcard,0.0033516343207354443,0.00391335325457001,4.57763671875e-05,757.768024
193664,Anomaly detection,HalfSpaceTrees,creditcard,0.003320183410442829,0.0039322334776528385,4.57763671875e-05,802.558988
199360,Anomaly detection,HalfSpaceTrees,creditcard,0.0032403691813804175,0.003849971425993323,4.57763671875e-05,848.507934
205056,Anomaly detection,HalfSpaceTrees,creditcard,0.0031942493757802747,0.003830652039359219,4.57763671875e-05,895.6169639999999
210752,Anomaly detection,HalfSpaceTrees,creditcard,0.0031126632250227755,0.0037366514292217516,4.57763671875e-05,943.887119
216448,Anomaly detection,HalfSpaceTrees,creditcard,0.0030723314606741574,0.003721333955094673,4.57763671875e-05,993.32051
222144,Anomaly detection,HalfSpaceTrees,creditcard,0.003025064822817632,0.0036888417037050365,4.57763671875e-05,1043.917102
227840,Anomaly detection,HalfSpaceTrees,creditcard,0.0029801615168539328,0.003657974955591131,4.57763671875e-05,1095.672373
233536,Anomaly detection,HalfSpaceTrees,creditcard,0.0029331666209920526,0.0036200721447001882,4.57763671875e-05,1148.5958170000001
239232,Anomaly detection,HalfSpaceTrees,creditcard,0.0029134898341359014,0.0036340093147595076,4.57763671875e-05,1202.6752760000002
244928,Anomaly detection,HalfSpaceTrees,creditcard,0.002894728246668409,0.003647297368968598,4.57763671875e-05,1257.9150650000001
250624,Anomaly detection,HalfSpaceTrees,creditcard,0.002872829417773238,0.003652021369906706,4.57763671875e-05,1314.3168140000002
256320,Anomaly detection,HalfSpaceTrees,creditcard,0.0028558052434456927,0.0036643173454749584,4.57763671875e-05,1371.8660100000002
262016,Anomaly detection,HalfSpaceTrees,creditcard,0.0028089887640449437,0.0036151745808990646,4.57763671875e-05,1430.5660280000002
267712,Anomaly detection,HalfSpaceTrees,creditcard,0.0027716351900549845,0.003583025417086552,4.57763671875e-05,1490.4194270000003
273408,Anomaly detection,HalfSpaceTrees,creditcard,0.0027212078651685395,0.003523031268729808,4.57763671875e-05,1551.4252590000003
279104,Anomaly detection,HalfSpaceTrees,creditcard,0.0026835874799357945,0.0034869276015021713,4.57763671875e-05,1613.5871790000003
284800,Anomaly detection,HalfSpaceTrees,creditcard,0.0026474719101123594,0.0034522681822966,4.57763671875e-05,1676.9182490000003
284807,Anomaly detection,HalfSpaceTrees,creditcard,0.0026474068404217592,0.003452183400751481,4.57763671875e-05,1740.2509770000004
9880,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.7757085020242915,0.011596788581623552,4.57763671875e-05,2.949842
19760,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.7912955465587045,0.03192488262910798,4.57763671875e-05,8.406661
29640,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.8412280701754385,0.08869093725793958,4.57763671875e-05,16.325744999999998
39520,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.8718117408906882,0.08324285197249366,4.57763671875e-05,26.777479
49400,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.7281174089068826,0.06852070185172343,4.57763671875e-05,39.660044
59280,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.6241734143049933,0.05824914401657016,4.57763671875e-05,55.099345
69160,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.5350057836899942,0.041088946536661,4.57763671875e-05,72.992967
79040,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.5121204453441296,0.03623912826152154,4.57763671875e-05,93.364994
88920,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.5593567251461988,0.05137516947511137,4.57763671875e-05,116.23004599999999
98800,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.5342307692307692,0.06459874786568014,4.57763671875e-05,141.56769
108680,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.5264722119985278,0.06221185560435155,4.57763671875e-05,169.385107
118560,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.48259952766531716,0.052720169248112174,4.57763671875e-05,199.711514
128440,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.4454764870756774,0.04574138831946621,4.57763671875e-05,232.630824
138320,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.4283473105841527,0.04881569608680485,4.57763671875e-05,267.906613
148200,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.441889338731444,0.07364931457754681,4.57763671875e-05,305.296961
158080,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.42136892712550605,0.07673207364341085,4.57763671875e-05,344.839274
167960,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.3965825196475351,0.0697738453630957,4.57763671875e-05,386.573059
177840,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.3745501574448943,0.06397266729500471,4.57763671875e-05,430.70016499999997
187720,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.35483699126358403,0.059062092112623525,4.57763671875e-05,476.993812
197600,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.33709514170040483,0.054851650888940194,4.57763671875e-05,525.455483
207480,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.32104299209562365,0.051201573360633655,4.57763671875e-05,576.0832849999999
217360,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.3064501288185499,0.04800697180963928,4.57763671875e-05,628.8782689999999
227240,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.2931262101742651,0.045187598078843504,4.57763671875e-05,683.865561
237120,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.28091261808367074,0.0426810097017607,4.57763671875e-05,741.022922
247000,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.2696761133603239,0.040437890974084005,4.57763671875e-05,800.321978
256880,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.2593039551541576,0.038418775774237884,4.57763671875e-05,861.765992
266760,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.24970010496326286,0.03659170549501329,4.57763671875e-05,925.365945
276640,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.24078224407171775,0.034930524922805475,4.57763671875e-05,991.081575
286520,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.23247940806924472,0.033413622138612466,4.57763671875e-05,1058.9148770000002
296400,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.22473009446693656,0.03202298308283346,4.57763671875e-05,1128.8096300000002
306280,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.21748073658090636,0.030743472774919928,4.57763671875e-05,1200.7741780000001
316160,Anomaly detection,HalfSpaceTrees,kdd99_10pct_binary,0.21068446356275303,0.029562282229965157,4.57763671875e-05,1274.8157990000002
